No,Student ID,Level Cohort,Term No / Semester No,Session,GPA,CGPA,Academic Status,Academic Awards,Credit Hours Earned,Credit Hours Remaining,Credit Hours Progression
3203,0028938,DECE2208,1,202208,2.89,2.89,Good Standing,,19,71,21
3204,0028938,DECE2208,2,202301,3.28,3.09,Good Standing,,39,51,43
3205,0028938,DECE2208,3,202306,3,3.08,Good Standing,,43,47,48
3206,0028938,DECE2208,4,202308,3.21,3.12,Good Standing,,59,31,66
3207,0028938,DECE2208,5,202401,3.16,3.13,Good Standing,,78,12,87
3208,0028938,DECE2208,6,202406,3.75,3.19,Good Standing,,86,4,96
3209,0028938,DECE2208,7,202408,3.67,3.21,Good Standing,,90,0,100
3210,0022413,DECE1608,1,201608,3.34,3.34,Good Standing,,16,74,18
3211,0022413,DECE1608,2,201701,2.89,3.14,Good Standing,,25,65,28
3212,0022413,DECE1608,3,201704,2.87,3.03,Good Standing,,44,46,49
3213,0022413,DECE1608,4,201708,3.06,3.04,Good Standing,,62,28,69
3214,0022413,DECE1608,5,201801,2.67,3.01,Good Standing,,66,24,73
3215,0022413,DECE1608,6,201804,3.1,3.03,Good Standing,,86,4,96
3216,0022413,DECE1608,7,201808,2.67,3.02,Good Standing,,90,0,100
3217,0025059,DECE1808,1,201808,3.23,3.23,Good Standing,,18,72,20
3218,0025059,DECE1808,2,201901,3.22,3.23,Good Standing,,27,63,30
3219,0025059,DECE1808,3,201904,3.21,3.22,Good Standing,,45,45,50
3220,0025059,DECE1808,4,201908,3.36,3.25,Good Standing,,64,26,71
3221,0025059,DECE1808,5,202001,4,3.3,Good Standing,,68,22,76
3222,0025059,DECE1808,6,202004,3.17,3.27,Good Standing,,86,4,96
3223,0025059,DECE1808,7,202008,3.67,3.29,Good Standing,,90,0,100
3224,0021320,DECE1508,1,201508,2.25,2.25,Good Standing,,18,72,20
3225,0021320,DECE1508,2,201601,2.96,2.53,Good Standing,,26,64,29
3226,0021320,DECE1508,3,201604,2.87,2.68,Good Standing,,45,45,50
3227,0021320,DECE1508,4,201608,2.9,2.75,Good Standing,,62,28,69
3228,0021320,DECE1508,5,201701,4,2.84,Good Standing,,66,24,73
3229,0021320,DECE1508,6,201704,2.67,2.8,Good Standing,,86,4,96
3230,0021320,DECE1508,7,201708,3,2.81,Good Standing,,90,0,100
3231,0021268,DECE1408,1,201408,1.31,1.31,Warning,,10,80,11
3232,0021268,DECE1408,2,201501,2.17,1.48,Good Standing,,18,72,20
3233,0021268,DECE1408,3,201504,1.69,1.89,Probation,,34,56,38
3234,0021268,DECE1408,4,201508,1.37,1.84,Dismissal,,40,50,44
3235,0030582,DDM2408,1,202408,2.94,2.94,Good Standing,,17,73,19
3236,0030582,DDM2408,2,202501,3.12,3.03,Good Standing,,34,56,38
3237,0030582,DDM2408,3,202506,3.46,3.11,Good Standing,,42,48,47
3238,0029048,DECE2208,1,202208,3.68,3.68,Good Standing,Dean's List,19,71,21
3239,0029048,DECE2208,2,202301,3.48,3.58,Good Standing,,39,51,43
3240,0029048,DECE2208,3,202306,3.67,3.59,Good Standing,,43,47,48
3241,0029048,DECE2208,4,202308,3.73,3.63,Good Standing,Dean's List,59,31,66
3242,0029048,DECE2208,5,202401,3.68,3.64,Good Standing,Dean's List,78,12,87
3243,0029048,DECE2208,6,202406,4,3.67,Good Standing,,86,4,96
3244,0029048,DECE2208,7,202408,4,3.69,Good Standing,,90,0,100
3245,0029397,DCS2301,1,202301,2.26,2.26,Good Standing,,14,76,16
3246,0029397,DCS2301,2,202306,3.12,2.53,Good Standing,,22,68,24
3247,0029397,DCS2301,3,202308,2.28,2.43,Good Standing,,36,54,40
3248,0029397,DCS2301,4,202401,2.61,2.61,Good Standing,,54,36,60
3249,0029397,DCS2301,5,202406,3.5,2.72,Good Standing,,62,28,69
3250,0029397,DCS2301,6,202408,3.5,2.96,Good Standing,Dean's List,74,16,82
3251,0029397,DCS2301,7,202501,2.97,2.96,Good Standing,,84,6,93
3252,0029397,DCS2301,8,202506,4,3.03,Good Standing,,90,0,100
3253,0027578,DECE2101,1,202101,3.31,3.31,Good Standing,,18,72,20
3254,0027578,DECE2101,2,202105,3.44,3.36,Good Standing,,27,63,30
3255,0027578,DECE2101,3,202108,3,3.24,Good Standing,,44,46,49
3256,0027578,DECE2101,4,202201,3.62,3.37,Good Standing,Dean's List,64,26,71
3257,0027578,DECE2101,5,202205,3.33,3.37,Good Standing,,68,22,76
3258,0027578,DECE2101,6,202208,3.75,3.45,Good Standing,Dean's List,87,3,97
3259,0027578,DECE2101,7,202301,3.67,3.46,Good Standing,,91,0,100
3260,0023152,DECE1704,1,201704,1.43,1.43,Warning,,8,82,9
3261,0023152,DECE1704,2,201708,1.7,1.75,Probation,,20,70,22
3262,0023152,DECE1704,3,201801,2.05,1.83,Good Standing,,26,64,29
3263,0023152,DECE1704,4,201804,2.5,2.1,Good Standing,,44,46,49
3264,0023152,DECE1704,5,201808,2.58,2.26,Good Standing,,62,28,69
3265,0023152,DECE1704,6,201901,3.33,2.33,Good Standing,,66,24,73
3266,0023152,DECE1704,7,201904,2.53,2.45,Good Standing,,81,9,90
3267,0023152,DECE1704,8,201908,2.76,2.48,Good Standing,,90,0,100
3268,0021269,DECE1408,1,201408,2.6,2.6,Good Standing,,18,72,20
3269,0021269,DECE1408,2,201501,3.33,2.75,Good Standing,,26,64,29
3270,0021269,DECE1408,3,201504,2.45,2.61,Good Standing,,46,44,51
3271,0021269,DECE1408,4,201508,2.44,2.56,Good Standing,,64,26,71
3272,0021269,DECE1408,5,201601,2.67,2.56,Good Standing,,68,22,76
3273,0021269,DECE1408,6,201604,2.61,2.58,Good Standing,,86,4,96
3274,0021269,DECE1408,7,201608,3,2.6,Good Standing,,90,0,100
3275,0028885,DECE2205,1,202205,2.75,2.75,Good Standing,,8,82,9
3276,0028885,DECE2205,2,202208,2.35,2.46,Good Standing,,25,65,28
3277,0028885,DECE2205,3,202301,2.31,2.4,Good Standing,,44,46,49
3278,0028885,DECE2205,4,202306,3.33,2.48,Good Standing,,48,42,53
3279,0028885,DECE2205,5,202308,2.29,2.43,Good Standing,,65,25,72
3280,0028885,DECE2205,6,202401,2.37,2.42,Good Standing,,83,7,92
3281,0028885,DECE2205,7,202406,2.76,2.49,Good Standing,,90,0,100
3282,0021245,DECE1404,1,201404,2.47,2.47,Good Standing,,20,70,22
3283,0021245,DECE1404,2,201408,2.23,2.35,Good Standing,,38,52,42
3284,0021245,DECE1404,4,201504,2.13,2.28,Good Standing,,54,36,60
3285,0021245,DECE1404,5,201508,2.21,2.26,Good Standing,,71,19,79
3286,0021245,DECE1404,6,201601,2.67,2.28,Good Standing,,75,15,83
3287,0021245,DECE1404,7,201604,2,2.27,Good Standing,,79,11,88
3288,0021245,DECE1404,8,201608,2.34,2.27,Good Standing,,87,3,97
3289,0029598,DECE2308,1,202308,2.5,2.5,Good Standing,,18,72,20
3290,0029598,DECE2308,2,202401,3.27,2.88,Good Standing,,35,55,39
3291,0029598,DECE2308,3,202406,3.17,2.93,Good Standing,,43,47,48
3292,0029598,DECE2308,4,202408,2.87,2.91,Good Standing,,58,32,64
3293,0029598,DECE2308,5,202501,2.86,2.9,Good Standing,,74,16,82
3294,0029598,DECE2308,6,202506,2.92,2.9,Good Standing,,74,16,82
3295,0020696,DECE1504,1,201504,1.81,1.81,Warning,,14,76,16
3296,0020696,DECE1504,2,201508,2.22,2.23,Good Standing,,32,58,36
3297,0020696,DECE1504,3,201601,2.54,2.31,Good Standing,,40,50,44
3298,0020696,DECE1504,4,201604,2.51,2.38,Good Standing,,57,33,63
3299,0020696,DECE1504,5,201608,1.87,2.26,Probation,,65,25,72
3300,0020696,DECE1504,6,201701,2.67,2.29,Good Standing,,69,21,77
3301,0020696,DECE1504,7,201704,2.29,2.36,Good Standing,,86,4,96
3302,0020696,DECE1504,8,201708,2.9,2.44,Good Standing,,93,0,100
3303,0026107,DECE1904,1,201904,3.27,3.27,Good Standing,,17,73,19
3304,0026107,DECE1904,2,201908,3.31,3.29,Good Standing,,36,54,40
3305,0026107,DECE1904,3,202001,3.33,3.3,Good Standing,,40,50,44
3306,0026107,DECE1904,4,202004,3.88,3.49,Good Standing,Dean's List,59,31,66
3307,0026107,DECE1904,5,202008,3.55,3.5,Good Standing,Dean's List,78,12,87
3308,0026107,DECE1904,6,202101,4,3.53,Good Standing,,82,8,91
3309,0026107,DECE1904,7,202105,3.75,3.55,Good Standing,,90,0,100
3310,0020555,DECE1504,1,201504,2.6,2.6,Good Standing,,16,74,18
3311,0020555,DECE1504,2,201508,2.67,2.85,Good Standing,,31,59,34
3312,0020555,DECE1504,3,201601,2.46,2.74,Good Standing,,39,51,43
3313,0020555,DECE1504,4,201604,2.78,2.76,Good Standing,,56,34,62
3314,0020555,DECE1504,5,201608,2.52,2.7,Good Standing,,70,20,78
3315,0020555,DECE1504,6,201701,3,2.72,Good Standing,,74,16,82
3316,0020555,DECE1504,7,201704,2.67,2.71,Good Standing,,86,4,96
3317,0020555,DECE1504,8,201708,2.33,2.69,Good Standing,,90,0,100
3318,0029412,DECE2301,1,202301,2.53,2.53,Good Standing,,19,71,21
3319,0029412,DECE2301,2,202306,3.17,2.68,Good Standing,,25,65,28
3320,0029412,DECE2301,3,202308,2.88,2.76,Good Standing,,41,49,46
3321,0029412,DECE2301,4,202401,2.81,2.77,Good Standing,,57,33,63
3322,0029412,DECE2301,5,202406,3.13,2.82,Good Standing,,65,25,72
3323,0029412,DECE2301,6,202408,2.87,2.82,Good Standing,,80,10,89
3324,0029412,DECE2301,7,202501,3.33,2.87,Good Standing,,88,2,98
3325,0029412,DECE2301,8,202506,4,2.9,Good Standing,,88,2,98
3326,0029680,DECE2306,1,202306,3.38,3.38,Good Standing,,8,82,9
3327,0029680,DECE2306,2,202308,3.3,3.32,Good Standing,,26,64,29
3328,0029680,DECE2306,3,202401,3.65,3.45,Good Standing,Dean's List,43,47,48
3329,0029680,DECE2306,4,202406,3.25,3.42,Good Standing,,51,39,57
3330,0029680,DECE2306,5,202408,3.27,3.38,Good Standing,,66,24,73
3331,0029680,DECE2306,6,202501,3.54,3.42,Good Standing,Dean's List,82,8,91
3332,0029680,DECE2306,7,202506,4,3.47,Good Standing,,82,8,91
3333,0031226,DIT2501,1,202501,1.14,1.14,Warning,,8,82,9
3334,0031226,DIT2501,2,202506,2.87,1.69,Good Standing,,16,74,18
3335,0028442,DECE2201,1,202201,2.86,2.86,Good Standing,,19,71,21
3336,0028442,DECE2201,2,202205,3,2.9,Good Standing,,27,63,30
3337,0028442,DECE2201,3,202208,3.5,3.16,Good Standing,Dean's List,47,43,52
3338,0028442,DECE2201,4,202301,3.37,3.22,Good Standing,,67,23,74
3339,0028442,DECE2201,5,202306,3.11,3.21,Good Standing,,73,17,81
3340,0028442,DECE2201,6,202308,3.62,3.27,Good Standing,Dean's List,86,4,96
3341,0028442,DECE2201,7,202401,4,3.3,Good Standing,,90,0,100
3342,0029556,DFT2301,1,202301,3.18,3.18,Good Standing,,17,73,19
3343,0029556,DFT2301,2,202306,2.5,2.96,Good Standing,,25,65,28
3344,0029556,DFT2301,3,202308,2.67,2.84,Good Standing,,42,48,47
3345,0029556,DFT2301,5,202406,2.92,2.85,Good Standing,,50,40,56
3346,0029556,DFT2301,6,202408,2.94,2.88,Good Standing,,68,22,76
3347,0029556,DFT2301,7,202501,3.14,2.93,Good Standing,,84,6,93
3348,0029556,DFT2301,8,202506,4,3,Good Standing,,90,0,100
3349,0029974,DSW_PT2408,1,202408,3.82,3.88,Good Standing,,16,74,18
3350,0029974,DSW_PT2408,2,202501,4,3.92,Good Standing,,25,65,28
3351,0028222,DCS2108,1,202108,3,3,Good Standing,,14,76,16
3352,0028222,DCS2108,2,202201,2.6,2.8,Good Standing,,28,62,31
3353,0028222,DCS2108,3,202205,2.5,2.75,Good Standing,,36,54,40
3354,0028222,DCS2108,4,202208,3.22,3.08,Good Standing,,56,34,62
3355,0028222,DCS2108,5,202301,3.42,3.31,Good Standing,,75,15,83
3356,0028222,DCS2108,6,202306,3.78,3.37,Good Standing,,84,6,93
3357,0028222,DCS2108,7,202308,4,3.41,Good Standing,,90,0,100
3358,0023361,DSW_PT1704,1,201704,3.83,3.83,Good Standing,Dean's List,12,78,13
3359,0023361,DSW_PT1704,2,201708,3.81,3.82,Good Standing,Dean's List,24,66,27
3360,0023361,DSW_PT1704,3,201801,3,3.66,Good Standing,,30,60,33
3361,0023361,DSW_PT1704,4,201804,2.7,3.44,Good Standing,,42,48,47
3362,0023361,DSW_PT1704,5,201808,3.33,3.42,Good Standing,,54,36,60
3363,0023361,DSW_PT1704,6,201901,4,3.48,Good Standing,,60,30,67
3364,0023361,DSW_PT1704,7,201904,3.63,3.5,Good Standing,,70,20,78
3365,0023361,DSW_PT1704,8,201908,3.24,3.46,Good Standing,,83,7,92
3366,0023361,DSW_PT1704,9,202001,3.52,3.47,Good Standing,,90,0,100
3367,0026085,DECE1904,1,201904,3.07,3.07,Good Standing,,17,73,19
3368,0026085,DECE1904,2,201908,3.38,3.23,Good Standing,,36,54,40
3369,0026085,DECE1904,3,202001,4,3.31,Good Standing,,40,50,44
3370,0026085,DECE1904,4,202004,3.88,3.5,Good Standing,Dean's List,59,31,66
3371,0026085,DECE1904,5,202008,3.49,3.5,Good Standing,,79,11,88
3372,0026085,DECE1904,6,202101,4,3.53,Good Standing,,83,7,92
3373,0026085,DECE1904,7,202105,3.88,3.56,Good Standing,,91,0,100
3374,0028797,DECE2205,1,202205,3,3,Good Standing,,8,82,9
3375,0028797,DECE2205,2,202208,2.67,2.76,Good Standing,,28,62,31
3376,0028797,DECE2205,3,202301,2.86,2.8,Good Standing,,47,43,52
3377,0028797,DECE2205,4,202306,3,2.82,Good Standing,,51,39,57
3378,0028797,DECE2205,5,202308,2.67,2.78,Good Standing,,68,22,76
3379,0028797,DECE2205,6,202401,3.15,2.86,Good Standing,,86,4,96
3380,0028797,DECE2205,7,202406,3.33,2.88,Good Standing,,90,0,100
3381,0031164,DECE2506,1,202506,3.12,3.12,Good Standing,,0,90,0
3382,0029588,DECE2306,1,202306,2.33,2.33,Good Standing,,8,82,9
3383,0029588,DECE2306,2,202308,2.74,2.62,Good Standing,,23,67,26
3384,0029588,DECE2306,3,202401,2.78,2.68,Good Standing,,40,50,44
3385,0029588,DECE2306,4,202406,2.42,2.64,Good Standing,,48,42,53
3386,0029588,DECE2306,5,202408,2.2,2.54,Good Standing,,63,27,70
3387,0029588,DECE2306,6,202501,2.48,2.53,Good Standing,,79,11,88
3388,0029588,DECE2306,7,202506,3.17,2.59,Good Standing,,79,11,88
3389,0026590,DECE1908,1,201908,1.1,1.1,Warning,,6,84,7
3390,0026590,DECE1908,2,202001,2.17,1.39,Good Standing,,12,78,13
3391,0026590,DECE1908,3,202004,2.61,2.22,Good Standing,,26,64,29
3392,0026590,DECE1908,4,202008,2.33,2.37,Good Standing,,41,49,46
3393,0026590,DECE1908,5,202101,2.67,2.45,Good Standing,,55,35,61
3394,0026590,DECE1908,6,202105,3.25,2.57,Good Standing,,63,27,70
3395,0026590,DECE1908,7,202108,2.82,2.63,Good Standing,,80,10,89
3396,0026590,DECE1908,8,202201,3,2.64,Good Standing,,82,8,91
3397,0026590,DECE1908,9,202205,2.33,2.62,Good Standing,,86,4,96
3398,0026590,DECE1908,10,202208,3,2.64,Good Standing,,90,0,100
3399,0028580,DCS2201,1,202201,2.33,2.33,Good Standing,,14,76,16
3400,0028580,DCS2201,2,202205,2.84,2.48,Good Standing,,23,67,26
3401,0028580,DCS2201,3,202208,3.2,2.78,Good Standing,,40,50,44
3402,0028580,DCS2201,4,202301,3.17,3.08,Good Standing,,60,30,67
3403,0028580,DCS2201,5,202306,3,3.07,Good Standing,,69,21,77
3404,0028580,DCS2201,6,202308,3.63,3.18,Good Standing,Dean's List,85,5,94
3405,0028580,DCS2201,7,202401,4,3.24,Good Standing,,91,0,100
3406,0021270,DECE1408,1,201408,0.75,0.75,Warning,,5,85,6
3407,0030690,DFT2408,1,202408,2.1,2.1,Good Standing,,14,76,16
3408,0030690,DFT2408,2,202501,2.94,2.52,Good Standing,,31,59,34
3409,0030690,DFT2408,3,202506,3.48,2.68,Good Standing,,38,52,42
3410,0028878,DCS2205,1,202205,0,0,Warning,,3,87,3
3411,0022358,DECE1608,1,201608,2.33,2.33,Good Standing,,16,74,18
3412,0022358,DECE1608,2,201701,2.05,2.21,Good Standing,,22,68,24
3413,0022358,DECE1608,3,201704,2.87,2.5,Good Standing,,41,49,46
3414,0022358,DECE1608,4,201708,2.65,2.54,Good Standing,,59,31,66
3415,0022358,DECE1608,5,201801,3.33,2.6,Good Standing,,63,27,70
3416,0022358,DECE1608,6,201804,2.37,2.54,Good Standing,,83,7,92
3417,0022358,DECE1608,7,201808,2,2.56,Good Standing,,86,4,96
3418,0022358,DECE1608,8,201901,3.33,2.6,Good Standing,,90,0,100
3419,0021212,DECE1308,1,201308,2.48,2.48,Good Standing,,16,74,18
3420,0021212,DECE1308,2,201401,3.22,2.75,Good Standing,,25,65,28
3421,0021212,DECE1308,3,201404,2.69,2.73,Good Standing,,44,46,49
3422,0021212,DECE1308,4,201408,0,2.01,Warning,,44,46,49
3423,0022439,DECE1608,1,201608,3.08,3.08,Good Standing,,16,74,18
3424,0022439,DECE1608,2,201701,3.11,3.09,Good Standing,,25,65,28
3425,0022439,DECE1608,3,201704,3.33,3.2,Good Standing,,41,49,46
3426,0022439,DECE1608,4,201708,2.81,3.08,Good Standing,,62,28,69
3427,0022439,DECE1608,5,201801,2.67,3.05,Good Standing,,66,24,73
3428,0022439,DECE1608,6,201804,3.15,3.08,Good Standing,,86,4,96
3429,0022439,DECE1608,7,201808,3,3.07,Good Standing,,90,0,100
3430,0021213,DECE1308,1,201308,1.28,1.28,Warning,,5,85,6
3431,0021213,DECE1308,2,201401,2.55,1.84,Good Standing,,14,76,16
3432,0021213,DECE1308,3,201404,1.64,1.98,Probation,,29,61,32
3433,0021213,DECE1308,4,201408,0.93,1.64,Dismissal,,36,54,40
3434,0021213,DECE1308,5,201501,1.8,1.77,Dismissal,,41,49,46
3435,0031517,DIT2506,1,202506,2.71,2.71,Good Standing,,8,82,9
3436,0029478,DDM2301,1,202301,2.65,2.65,Good Standing,,17,73,19
3437,0029478,DDM2301,2,202306,2.12,2.48,Good Standing,,25,65,28
3438,0029478,DDM2301,3,202308,2.41,2.45,Good Standing,,39,51,43
3439,0029478,DDM2301,4,202401,2.06,2.33,Good Standing,,54,36,60
3440,0029478,DDM2301,5,202406,3.25,2.44,Good Standing,,62,28,69
3441,0029478,DDM2301,6,202408,2.8,2.7,Good Standing,,77,13,86
3442,0029478,DDM2301,7,202501,4,2.81,Good Standing,,84,6,93
3443,0029478,DDM2301,8,202506,4,2.89,Good Standing,,90,0,100
3444,0021322,DECE1508,1,201508,1.67,1.67,Warning,,15,75,17
3445,0021322,DECE1508,3,201604,2.45,2.36,Good Standing,,32,58,36
3446,0021322,DECE1508,4,201608,2.09,2.25,Good Standing,,45,45,50
3447,0021322,DECE1508,5,201701,2.67,2.29,Good Standing,,49,41,54
3448,0021322,DECE1508,6,201704,2.08,2.23,Good Standing,,62,28,69
3449,0021322,DECE1508,7,201708,2.2,2.26,Good Standing,,74,16,82
3450,0021322,DECE1508,8,201801,2,2.24,Good Standing,,80,10,89
3451,0021322,DECE1508,9,201804,2.34,2.34,Good Standing,,86,4,96
3452,0021322,DECE1508,10,201808,2.67,2.36,Good Standing,,90,0,100
3453,0027115,DECE2004,1,202004,3.93,3.93,Good Standing,Dean's List,17,73,19
3454,0027115,DECE2004,2,202008,3.51,3.74,Good Standing,Dean's List,35,55,39
3455,0027115,DECE2004,3,202101,3.76,3.75,Good Standing,Dean's List,52,38,58
3456,0027115,DECE2004,4,202105,3.67,3.74,Good Standing,,56,34,62
3457,0027115,DECE2004,5,202108,3.53,3.69,Good Standing,Dean's List,75,15,83
3458,0027115,DECE2004,6,202201,3.79,3.7,Good Standing,,86,4,96
3459,0027115,DECE2004,7,202205,3.67,3.7,Good Standing,,90,0,100
3460,0024761,DECE1804,1,201804,3.07,3.07,Good Standing,,18,72,20
3461,0024761,DECE1804,2,201808,3.11,3.09,Good Standing,,38,52,42
3462,0024761,DECE1804,3,201901,3,3.08,Good Standing,,42,48,47
3463,0024761,DECE1804,4,201904,3.26,3.13,Good Standing,,61,29,68
3464,0024761,DECE1804,5,201908,2.94,3.09,Good Standing,,78,12,87
3465,0024761,DECE1804,6,202001,3.3,3.11,Good Standing,,86,4,96
3466,0024761,DECE1804,7,202004,4,3.15,Good Standing,,90,0,100
3467,0025205,DECE1808,1,201808,2.69,2.69,Good Standing,,18,72,20
3468,0025205,DECE1808,2,201901,2.78,2.72,Good Standing,,27,63,30
3469,0025205,DECE1808,3,201904,2.75,2.73,Good Standing,,45,45,50
3470,0025205,DECE1808,4,201908,2.48,2.67,Good Standing,,64,26,71
3471,0025205,DECE1808,5,202001,2.67,2.67,Good Standing,,68,22,76
3472,0025205,DECE1808,6,202004,2.61,2.65,Good Standing,,86,4,96
3473,0025205,DECE1808,7,202008,1,2.57,Warning,,86,4,96
3474,0025205,DECE1808,8,202101,3.33,2.69,Good Standing,,90,0,100
3475,0025939,DECE1904,1,201904,3.47,3.47,Good Standing,,17,73,19
3476,0025939,DECE1904,2,201908,3.5,3.48,Good Standing,,36,54,40
3477,0025939,DECE1904,3,202001,3.33,3.47,Good Standing,,40,50,44
3478,0025939,DECE1904,4,202004,3.88,3.6,Good Standing,Dean's List,59,31,66
3479,0025939,DECE1904,5,202008,3.71,3.63,Good Standing,Dean's List,79,11,88
3480,0025939,DECE1904,6,202101,3.67,3.63,Good Standing,,83,7,92
3481,0025939,DECE1904,7,202105,4,3.67,Good Standing,,91,0,100
3482,0020604,DECE1504,1,201504,3.46,3.46,Good Standing,,19,71,21
3483,0020604,DECE1504,2,201508,3.59,3.52,Good Standing,Dean's List,37,53,41
3484,0020604,DECE1504,3,201601,4,3.58,Good Standing,,41,49,46
3485,0020604,DECE1504,4,201604,3.45,3.53,Good Standing,,59,31,66
3486,0020604,DECE1504,5,201608,3.68,3.57,Good Standing,Dean's List,78,12,87
3487,0020604,DECE1504,6,201701,3.5,3.57,Good Standing,,86,4,96
3488,0020604,DECE1504,7,201704,3.67,3.57,Good Standing,,90,0,100
3489,0028315,DIT2108,1,202108,2.4,2.4,Good Standing,,14,76,16
3490,0028315,DIT2108,2,202201,2.33,2.37,Good Standing,,28,62,31
3491,0028315,DIT2108,3,202205,3.5,2.56,Good Standing,,37,53,41
3492,0028315,DIT2108,4,202208,3.55,3.06,Good Standing,Dean's List,57,33,63
3493,0028315,DIT2108,5,202301,2.95,3.16,Good Standing,,76,14,84
3494,0028315,DIT2108,6,202306,3.89,3.25,Good Standing,,85,5,94
3495,0028315,DIT2108,7,202308,3.67,3.28,Good Standing,,91,0,100
3496,0021879,DECE1604,1,201604,2.87,2.87,Good Standing,,14,76,16
3497,0021879,DECE1604,2,201608,2.7,2.97,Good Standing,,31,59,34
3498,0021879,DECE1604,3,201701,3.44,3.11,Good Standing,,40,50,44
3499,0021879,DECE1604,4,201704,3.02,3.07,Good Standing,,60,30,67
3500,0021879,DECE1604,5,201708,3.03,3.06,Good Standing,,77,13,86
3501,0021879,DECE1604,6,201801,3.33,3.08,Good Standing,,81,9,90
3502,0021879,DECE1604,7,201804,3.75,3.15,Good Standing,,89,1,99
3503,0021879,DECE1604,8,201808,3,3.14,Good Standing,,93,0,100
3504,0021226,DECE1401,1,201401,3.45,3.45,Good Standing,,9,81,10
3505,0021226,DECE1401,2,201404,3.38,3.41,Good Standing,,27,63,30
3506,0021226,DECE1401,3,201408,3.2,3.32,Good Standing,,46,44,51
3507,0021226,DECE1401,4,201501,3.33,3.32,Good Standing,,50,40,56
3508,0021226,DECE1401,5,201504,3.45,3.36,Good Standing,,69,21,77
3509,0021226,DECE1401,6,201508,3.61,3.41,Good Standing,Dean's List,86,4,96
3510,0021226,DECE1401,7,201601,3,3.39,Good Standing,,90,0,100
3511,0023327,DECE1704,1,201704,3.52,3.52,Good Standing,Dean's List,17,73,19
3512,0023327,DECE1704,2,201708,3.65,3.59,Good Standing,Dean's List,36,54,40
3513,0023327,DECE1704,3,201801,3,3.52,Good Standing,,40,50,44
3514,0023327,DECE1704,4,201804,3.84,3.63,Good Standing,Dean's List,60,30,67
3515,0023327,DECE1704,5,201808,3.74,3.66,Good Standing,Dean's List,78,12,87
3516,0023327,DECE1704,6,201901,3.84,3.67,Good Standing,,86,4,96
3517,0023327,DECE1704,7,201904,4,3.69,Good Standing,,90,0,100
3518,0026789,DECE2001,1,202001,3.67,3.67,Good Standing,,6,84,7
3519,0026789,DECE2001,2,202004,4,3.9,Good Standing,President's List,23,67,26
3520,0026789,DECE2001,3,202008,3.9,3.9,Good Standing,Dean's List,42,48,47
3521,0026789,DECE2001,4,202101,3.94,3.91,Good Standing,Dean's List,58,32,64
3522,0026789,DECE2001,5,202105,4,3.92,Good Standing,,62,28,69
3523,0026789,DECE2001,6,202108,3.83,3.9,Good Standing,Dean's List,79,11,88
3524,0026789,DECE2001,7,202201,4,3.91,Good Standing,,87,3,97
3525,0026789,DECE2001,8,202205,4,3.91,Good Standing,,91,0,100
3526,0027928,DECE2105,1,202105,3.88,3.88,Good Standing,,8,82,9
3527,0027928,DECE2105,2,202108,3.64,3.73,Good Standing,Dean's List,26,64,29
3528,0027928,DECE2105,3,202201,3.67,3.7,Good Standing,Dean's List,46,44,51
3529,0027928,DECE2105,4,202205,4,3.73,Good Standing,,50,40,56
3530,0027928,DECE2105,5,202208,3.79,3.75,Good Standing,Dean's List,69,21,77
3531,0027928,DECE2105,6,202301,3.89,3.78,Good Standing,Dean's List,87,3,97
3532,0027928,DECE2105,7,202306,4,3.79,Good Standing,,91,0,100
3533,0029979,DSW_PT2308,1,202308,1.91,1.91,Warning,,9,81,10
3534,0029979,DSW_PT2308,2,202401,3.06,2.49,Good Standing,,20,70,22
3535,0029979,DSW_PT2308,3,202406,2.8,2.54,Good Standing,,25,65,28
3536,0029979,DSW_PT2308,4,202408,2.86,2.78,Good Standing,,37,53,41
3537,0029979,DSW_PT2308,5,202501,2.61,2.74,Good Standing,,49,41,54
3538,0029979,DSW_PT2308,6,202506,4,2.84,Good Standing,,53,37,59
3539,0021323,DECE1508,1,201508,2,2,Good Standing,,15,75,17
3540,0021323,DECE1508,2,201601,2.71,2.28,Good Standing,,23,67,26
3541,0021323,DECE1508,3,201604,3.14,2.79,Good Standing,,40,50,44
3542,0021323,DECE1508,4,201608,2.86,2.82,Good Standing,,57,33,63
3543,0021323,DECE1508,5,201701,3,2.83,Good Standing,,61,29,68
3544,0021323,DECE1508,6,201704,2.65,2.79,Good Standing,,77,13,86
3545,0021323,DECE1508,7,201708,2.89,2.8,Good Standing,,86,4,96
3546,0021323,DECE1508,8,201801,3,2.81,Good Standing,,90,0,100
3547,0028773,DECE2205,1,202205,2.92,2.92,Good Standing,,8,82,9
3548,0028773,DECE2205,2,202208,2.93,2.93,Good Standing,,28,62,31
3549,0028773,DECE2205,3,202301,2.89,2.92,Good Standing,,47,43,52
3550,0028773,DECE2205,4,202306,3.33,2.95,Good Standing,,51,39,57
3551,0028773,DECE2205,5,202308,3.1,2.99,Good Standing,,68,22,76
3552,0028773,DECE2205,6,202401,3.32,3.06,Good Standing,,87,3,97
3553,0028773,DECE2205,7,202406,3.67,3.08,Good Standing,,91,0,100
3554,0023658,DECE1708,1,201708,3.43,3.43,Good Standing,,18,72,20
3555,0023658,DECE1708,2,201801,3,3.26,Good Standing,,27,63,30
3556,0023658,DECE1708,3,201804,3.02,3.16,Good Standing,,46,44,51
